step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
990,1.23174,0.68849,,
991,1.75981,0.55886,,
992,1.77845,0.56558,,
993,1.44965,0.64234,,
994,1.36366,0.64778,,
995,1.69838,0.57584,,
996,1.80598,0.54963,,
997,1.50593,0.60826,,
998,1.33531,0.66276,,
999,2.0287,0.51493,,
1000,1.69908,0.59094,,
1001,1.71055,0.58192,,
1002,1.91814,0.50828,,
1003,1.30711,0.67582,,
1004,1.96031,0.53584,,
1005,1.69463,0.59353,,
1006,1.79838,0.55151,,
1007,1.84168,0.54561,,
1008,2.0445,0.4984,,
1009,1.87802,0.52868,,
1010,2.17333,0.4944,,
1011,1.47063,0.66312,,
1012,1.81223,0.55143,,
1013,1.70525,0.57498,,
1014,1.9247,0.51712,,
1015,1.41727,0.66521,,
1016,1.69256,0.57671,,
1017,2.01079,0.5281,,
1018,1.63061,0.60684,,
1019,1.88464,0.53785,,
1020,2.09662,0.50214,,
1021,1.18171,0.70838,,
1022,1.9902,0.51092,,
1023,2.09964,0.49968,,
1024,1.90576,0.50909,,
1025,1.60838,0.59435,,
1026,1.7548,0.56789,,
1027,1.94562,0.5463,,
1028,1.86794,0.54976,,
1029,1.64727,0.59605,,
1030,1.52946,0.63133,,
1031,1.73604,0.58355,,
1032,1.73596,0.57466,,
1033,1.6631,0.5864,,
1034,1.89793,0.53542,,
1035,1.77302,0.57143,,
1036,1.95763,0.53289,,
1037,1.74356,0.56424,,
1038,1.21936,0.69459,,
1039,1.28281,0.69152,,
1040,1.77669,0.5558,,
1041,1.41811,0.64976,,
1042,1.96298,0.51856,,
1043,1.10455,0.72796,,
1044,1.55833,0.6184,,
1045,1.83932,0.55137,,
1046,1.89041,0.53991,,
1047,1.83693,0.54223,,
1048,1.20652,0.69863,,
1049,2.25435,0.47477,,
1050,1.74542,0.57252,,
1051,2.02328,0.539,,
1052,1.53158,0.60862,,
1053,1.54418,0.64132,,
1054,1.83976,0.55761,,
1055,1.90997,0.5486,,
1056,1.82828,0.56402,,
1057,1.89264,0.54815,,
1058,1.69064,0.57645,,
1059,1.90571,0.50885,,
1060,1.74355,0.56512,,
1061,1.70713,0.58363,,
1062,1.73375,0.56557,,
1063,1.94162,0.53322,,
1064,1.61326,0.59195,,
1065,1.95367,0.5409,,
1066,1.45206,0.66999,,
1067,1.69845,0.58692,,
1068,1.39694,0.66471,,
1069,1.88581,0.53806,,
1070,2.03876,0.52698,,
1071,1.80231,0.57733,,
1072,1.92438,0.54038,,
1073,2.01261,0.52956,,
1074,1.93295,0.5262,,
1075,1.8261,0.56684,,
1076,1.45567,0.6336,,
1077,2.09492,0.49535,,
1078,2.13358,0.50048,,
1079,1.34663,0.66512,,
1080,1.956,0.50886,,
1081,1.7138,0.57512,,
1082,1.54928,0.60969,,
1083,2.02889,0.49949,,
1084,2.01156,0.50513,,
1085,2.04194,0.52232,,
1086,1.52073,0.61585,,
1087,2.01255,0.50384,,
1088,1.89841,0.52783,,
1089,1.76855,0.54874,,
1090,1.8787,0.57649,,
1091,1.82759,0.56088,,
1092,1.63866,0.59598,,
1093,2.04597,0.51598,,
1094,1.91476,0.52901,,
1095,1.59138,0.60246,,
1096,1.57541,0.62154,,
1097,1.70818,0.58762,,
1098,1.88464,0.52772,,
1099,1.76167,0.57496,,
1100,1.65803,0.59473,,
1101,1.89483,0.53771,,
1102,1.52531,0.59674,,
1103,1.6824,0.57308,,
1104,1.76865,0.58089,,
1105,1.99669,0.50987,,
1106,1.83982,0.53918,,
1107,1.60404,0.62335,,
1108,1.73917,0.56882,,
1109,1.88821,0.54367,,
1110,1.85656,0.53831,,
1111,1.5202,0.61818,,
1112,1.45456,0.64646,,
1113,1.89065,0.54724,,
1114,1.48614,0.61523,,
1115,1.72653,0.56805,,
1116,1.60889,0.59608,,
1117,1.59012,0.61338,,
1118,2.11777,0.50176,,
1119,1.40633,0.63062,,
1120,1.83127,0.53925,,
1121,1.78901,0.56944,,
1122,2.1707,0.50252,,
1123,1.9127,0.54277,,
1124,1.2119,0.67907,,
1125,2.04149,0.51126,,
1126,1.9491,0.54613,,
1127,2.12966,0.49802,,
1128,1.71879,0.59488,,
1129,1.56916,0.61714,,
1130,1.34173,0.67855,,
1131,1.75538,0.58777,,
1132,1.78757,0.56592,,
1133,1.79455,0.58249,,
1134,1.6426,0.59781,,
1135,1.72424,0.58238,,
1136,1.74047,0.5786,,
1137,1.61494,0.60269,,
1138,1.1005,0.71958,,
1139,1.88723,0.53676,,
1140,1.67731,0.59407,,
1141,1.66518,0.60882,,
1142,1.43012,0.63038,,
1143,1.69753,0.57778,,
1144,1.75564,0.59212,,
1145,1.87476,0.53507,,
1146,1.58475,0.60536,,
1147,1.54445,0.61375,,
1148,1.73293,0.58203,,
1149,1.8783,0.56448,,
1150,1.76986,0.56564,,
1151,1.69349,0.59048,,
1152,1.8269,0.55495,,
1153,1.30692,0.6902,,
1154,1.95481,0.51906,,
1155,1.44828,0.64052,,
1156,1.74399,0.57223,,
1157,1.78024,0.53193,,
1158,1.42616,0.64175,,
1159,1.70148,0.58434,,
1160,1.67765,0.56988,,
1161,1.89813,0.56061,,
1162,1.80615,0.55306,,
1163,1.78747,0.55277,,
1164,1.58396,0.61239,,
1165,2.20375,0.47751,,
1166,1.78432,0.57485,,
1167,1.62117,0.59641,,
1168,1.22016,0.7157,,
1169,1.77661,0.57754,,
1170,1.6552,0.58432,,
1171,2.02352,0.53016,,
1172,1.82122,0.54123,,
1173,1.65033,0.58959,,
1174,1.74326,0.58369,,
1175,1.3639,0.66552,,
1176,1.65796,0.61001,,
1177,2.08727,0.49797,,
1178,1.82522,0.5762,,
1179,1.48203,0.62573,,
1180,1.4483,0.62893,,
1181,1.82037,0.5438,,
1182,1.62927,0.62443,,
1183,1.9306,0.52052,,
1184,2.04122,0.5153,,
1185,1.7161,0.56897,,
1186,1.75544,0.58943,,
1187,1.71404,0.5842,,
1188,1.87894,0.53646,,
1189,1.84308,0.54849,,
1190,1.54489,0.60538,,
1191,1.74968,0.56742,,
1192,1.64376,0.59244,,
1193,2.00612,0.52749,,
1194,2.2037,0.4809,,
1195,1.78044,0.55007,,
1196,2.11182,0.50576,,
1197,2.00752,0.51087,,
1198,1.34213,0.67141,,
1199,1.82148,0.55452,,
1200,1.74446,0.5761,,
1201,2.25309,0.48483,,
1202,2.11001,0.51454,,
1203,1.66138,0.57362,,
1204,1.76449,0.58359,,
1205,1.44476,0.63173,,
1206,1.5488,0.61908,,
1207,1.59415,0.59541,,
1208,1.63935,0.59139,,
1209,1.55703,0.60268,,
1210,1.50679,0.60981,,
1211,1.56911,0.61387,,
1212,1.56557,0.61405,,
1213,1.5593,0.62047,,
1214,1.48009,0.63183,,
1215,1.68127,0.57706,,
1216,1.62208,0.59929,,
1217,1.80394,0.55946,,
1218,1.934,0.50927,,
1219,1.90078,0.54614,,
1220,1.36212,0.66771,,
1221,1.94922,0.54185,,
1222,1.65728,0.61444,,
1223,1.93667,0.55903,,
1224,1.54917,0.63533,,
1225,1.64929,0.60057,,
1226,1.78063,0.57067,,
1227,1.94227,0.54667,,
1228,1.77057,0.57576,,
1229,1.89766,0.52468,,
1230,1.5432,0.61178,,
1231,1.90366,0.51744,,
1232,1.89397,0.54513,,
1233,1.90863,0.53957,,
1234,2.09525,0.51783,,
1235,1.71286,0.58072,,
1236,1.51475,0.62212,,
1237,1.71079,0.58639,,
1238,1.96817,0.53433,,
1239,1.8065,0.56538,,
1240,1.52886,0.61697,,
1241,1.49324,0.644,,
1242,2.07301,0.50187,,
1243,1.92071,0.5437,,
1244,1.86647,0.54125,,
1245,1.52555,0.63437,,
1246,1.77909,0.57452,,
1247,1.72344,0.5508,,
1248,1.68384,0.60087,,
1249,1.58547,0.61453,,
1250,1.75006,0.56201,,
1251,1.94813,0.53526,,
1252,1.70488,0.59106,,
1253,1.54886,0.62019,,
1254,1.91499,0.53604,,
1255,2.01471,0.51963,,
1256,1.80862,0.55488,,
1257,2.09503,0.50601,,
1258,2.02435,0.53274,,
1259,1.66649,0.60157,,
1260,1.55512,0.6093,,
1261,1.60214,0.62426,,
1262,1.73603,0.59316,,
1263,1.54599,0.611,,
1264,2.08623,0.50502,,
1265,1.67406,0.57354,,
1266,1.91637,0.5356,,
1267,1.44322,0.66886,,
1268,1.77879,0.57539,,
1269,1.90149,0.53272,,
1270,1.82276,0.56762,,
1271,1.68092,0.57405,,
1272,1.61142,0.59021,,
1273,1.55898,0.63002,,
1274,1.70009,0.58396,,
1275,1.90358,0.5463,,
1276,1.37649,0.67809,,
1277,1.64534,0.61182,,
1278,1.79974,0.5632,,
1279,1.69015,0.58767,,
1280,1.90423,0.52555,,
1281,1.96844,0.52948,,
1282,1.84792,0.54475,,
1283,1.64159,0.61364,,
1284,1.73627,0.57612,,
1285,1.95416,0.54009,,
1286,2.03979,0.51515,,
1287,1.83069,0.54214,,
1288,1.90381,0.54652,,
1289,1.49592,0.61142,,
1290,1.24676,0.68929,,
1291,1.2147,0.70138,,
1292,1.81698,0.53467,,
1293,1.73886,0.56622,,
1294,1.80883,0.55819,,
1295,1.59675,0.6024,,
1296,1.93238,0.50977,,
1297,1.99834,0.52251,,
1298,1.82895,0.56315,,
1299,1.60903,0.58693,,
1300,1.39069,0.67016,,
1301,1.64259,0.61416,,
1302,1.89002,0.53293,,
1303,1.45913,0.65662,,
1304,2.00487,0.51448,,
1305,1.586,0.59947,,
1306,2.0957,0.52283,,
1307,1.8009,0.54502,,
1308,2.05602,0.52295,,
1309,1.5572,0.61157,,
1310,1.73249,0.5878,,
1311,1.93933,0.54208,,
1312,1.95381,0.53768,,
1313,1.46003,0.65196,,
1314,1.88666,0.54754,,
1315,1.62492,0.59973,,
1316,1.22408,0.69122,,
1317,1.38858,0.65239,,
1318,1.72064,0.56811,,
1319,1.8883,0.52678,,
1320,1.89915,0.55413,,
1321,1.89099,0.53032,,
1322,1.37322,0.66417,,
1323,1.76106,0.57719,,
1324,1.75053,0.57216,,
1325,1.43419,0.62737,,
1326,1.96578,0.50879,,
1327,1.95593,0.51468,,
1328,1.4259,0.64617,,
1329,1.57561,0.58796,,
1330,1.84091,0.55237,,
1331,1.5602,0.62903,,
1332,1.90857,0.55743,,
1333,1.73168,0.58203,,
1334,1.72183,0.60044,,
1335,1.78761,0.55827,,
1336,1.45279,0.6637,,
1337,1.86549,0.53157,,
1338,1.71744,0.58351,,
1339,1.82341,0.53436,,
1340,1.99771,0.52628,,
1341,1.70503,0.57511,,
1342,1.78414,0.56693,,
1343,1.56574,0.61078,,
1344,1.67279,0.61272,,
1345,1.81249,0.55992,,
1346,2.18207,0.49455,,
1347,1.65814,0.55777,,
1348,1.94635,0.52653,,
1349,1.4796,0.63544,,
1350,1.4306,0.65421,,
1351,1.52974,0.62661,,
1352,2.02073,0.50868,,
1353,1.8351,0.54599,,
1354,1.91003,0.54856,,
1355,1.77376,0.5524,,
1356,1.74857,0.56667,,
1357,1.97219,0.52821,,
1358,1.92212,0.53805,,
1359,1.4753,0.6336,,
1360,1.59003,0.60453,,
1361,1.90521,0.54089,,
1362,1.9964,0.50663,,
1363,1.79563,0.57074,,
1364,1.87092,0.54439,,
1365,2.23639,0.46768,,
1366,1.92074,0.53609,,
1367,1.93619,0.49262,,
1368,1.7283,0.55352,,
1369,1.61924,0.60531,,
1370,1.53246,0.63401,,
1371,1.52924,0.61619,,
1372,1.51481,0.63251,,
1373,1.64878,0.59348,,
1374,1.92473,0.52925,,
1375,1.81665,0.54151,,
1376,1.87051,0.56273,,
1377,1.74056,0.56731,,
1378,1.96611,0.51873,,
1379,1.6129,0.61783,,
1380,2.06119,0.52002,,
1381,1.6318,0.59411,,
1382,1.26269,0.70524,,
1383,1.66725,0.6051,,
1384,2.28295,0.5,,
1385,1.84408,0.56034,,
1386,1.72435,0.55713,,
1387,1.80463,0.55966,,
1388,1.89906,0.54696,,
1389,1.9053,0.53906,,
1390,1.71221,0.57822,,
1391,1.89452,0.56813,,
1392,1.92867,0.54328,,
1393,1.35686,0.65094,,
1394,1.59372,0.61554,,
1395,1.36303,0.67806,,
1396,1.98754,0.51491,,
1397,1.6539,0.58898,,
1398,1.60587,0.58734,,
1399,1.58308,0.61994,,
1400,2.11759,0.5129,,
1401,1.83864,0.56203,,
1402,1.81898,0.55205,,
1403,1.90214,0.55648,,
1404,1.61739,0.60009,,
1405,1.95435,0.53689,,
1406,2.09594,0.51738,,
1407,1.73601,0.57979,,
1408,1.18731,0.7078,,
1409,1.7313,0.60047,,
1410,1.21668,0.709,,
1411,1.7176,0.57946,,
1412,2.05498,0.51285,,
1413,1.68351,0.59,,
1414,1.88229,0.54828,,
1415,1.67512,0.59284,,
1416,1.70291,0.56439,,
1417,1.62148,0.61846,,
1418,1.89786,0.55802,,
1419,1.76305,0.55041,,
1420,1.85891,0.52632,,
1421,1.749,0.56598,,
1422,1.85473,0.55908,,
1423,2.06029,0.49601,,
1424,1.70337,0.57279,,
1425,1.73243,0.56505,,
1426,1.38666,0.64116,,
1427,1.64863,0.60281,,
1428,1.94038,0.52987,,
1429,1.74976,0.57091,,
1430,1.67457,0.5924,,
1431,1.82377,0.53617,,
1432,1.02947,0.73077,,
1433,1.63592,0.62791,,
1434,1.35821,0.67203,,
1435,1.6669,0.56573,,
1436,1.60214,0.61968,,
1437,1.75991,0.56901,,
1438,1.83933,0.53385,,
1439,1.06142,0.73424,,
1440,1.73821,0.56336,,
1441,1.20423,0.70572,,
1442,1.60606,0.62479,,
1443,1.93905,0.53759,,
1444,1.34272,0.66053,,
1445,1.84111,0.54794,,
1446,1.5635,0.62377,,
1447,1.91056,0.53077,,
1448,1.39308,0.66225,,
1449,1.662,0.58168,,
1450,1.62234,0.61004,,
1451,1.44579,0.63541,,
1452,2.03191,0.52689,,
1453,1.84823,0.55572,,
1454,1.76719,0.57179,,
1455,1.58228,0.61241,,
1456,1.59992,0.5979,,
1457,1.94894,0.5539,,
1458,1.93015,0.53248,,
1459,1.82701,0.5568,,
1460,1.45744,0.635,,
1461,1.94268,0.53738,,
1462,1.37621,0.67324,,
1463,1.51688,0.61571,,
1464,1.35681,0.6569,,
1465,1.70528,0.60495,,
1466,1.88807,0.54574,,
1467,1.83275,0.56537,,
1468,1.66495,0.57161,,
1469,1.70391,0.58328,,
1470,1.67769,0.57341,,
1471,1.56438,0.60794,,
1472,1.89726,0.56478,,
1473,1.97323,0.52795,,
1474,1.28043,0.6864,,
1475,1.51627,0.62443,,
1476,1.84555,0.55422,,
1477,1.66842,0.61137,,
1478,2.10286,0.51104,,
1479,1.93557,0.55963,,
1480,1.79042,0.55912,,
1481,1.58514,0.605,,
1482,1.82729,0.55432,,
1483,1.60016,0.59876,,
1484,1.75127,0.58453,,
1485,1.72089,0.59298,,
1486,1.87288,0.5588,,
1487,1.66914,0.59921,,
1488,1.98049,0.5463,,
1489,1.88901,0.55811,,
1490,1.86098,0.52301,,
1491,1.92702,0.53547,,
1492,1.63889,0.61046,,
1493,1.55083,0.62477,,
1494,2.00572,0.53091,,
1495,1.88844,0.537,,
1496,1.90795,0.54218,,
1497,1.47681,0.62251,,
1498,1.76335,0.57479,,
1499,1.81075,0.55698,,
1500,2.17803,0.50807,,
1501,1.74085,0.55055,,
1502,1.98736,0.52599,,
1503,1.58241,0.61852,,
1504,2.032,0.53452,,
1505,1.74644,0.58195,,
1506,1.62925,0.61358,,
1507,2.02249,0.51496,,
1508,1.74462,0.58345,,
1509,1.78185,0.55121,,
1510,1.47322,0.61774,,
1511,1.53851,0.6365,,
1512,1.78102,0.58257,,
1513,1.87029,0.56549,,
1514,1.44158,0.64782,,
1515,1.68789,0.58829,,
1516,1.87221,0.54996,,
1517,1.91508,0.53261,,
1518,1.80538,0.5503,,
1519,1.90123,0.53521,,
1520,1.96689,0.5268,,
1521,1.15525,0.70482,,
1522,1.74135,0.56588,,
1523,1.7941,0.55988,,
1524,1.82157,0.52622,,
1525,1.78042,0.55765,,
1526,1.9146,0.52421,,
1527,1.46605,0.66391,,
1528,1.39255,0.66065,,
1529,2.00751,0.5226,,
1530,1.64739,0.56524,,
1531,1.47389,0.62846,,
1532,1.88513,0.53291,,
1533,1.90843,0.56325,,
1534,1.56892,0.57966,,
1535,1.99644,0.52864,,
1536,1.98845,0.52436,,
1537,1.46491,0.64775,,
1538,1.72645,0.5652,,
1539,1.67547,0.59361,,
1540,1.76324,0.5575,,
1541,1.78993,0.58393,,
1542,1.93628,0.54095,,
1543,1.87506,0.55502,,
1544,2.02345,0.50276,,
1545,1.63681,0.62528,,
1546,1.5923,0.62425,,
1547,1.38892,0.65851,,
1548,1.68301,0.57192,,
1549,1.75834,0.56388,,
1550,1.54136,0.6112,,
1551,2.16781,0.50113,,
1552,1.8093,0.5492,,
1553,1.73896,0.56566,,
1554,1.72494,0.58579,,
1555,1.86312,0.54947,,
1556,1.1564,0.70547,,
1557,1.89664,0.53906,,
1558,1.41058,0.64677,,
1559,1.80215,0.55579,,
1560,1.67876,0.58731,,
1561,1.6751,0.60982,,
1562,1.79565,0.55497,,
1563,1.96212,0.52795,,
